Index,BanyuleCityCouncil,BaysideCityCouncil,BoroondaraCityCouncil,BrimbankCityCouncil,CaseyCityCouncil,DarebinCityCouncil,FrankstonCityCouncil,GlenEiraCityCouncil,GreaterDandenongCityCouncil,HobsonsBayCityCouncil,HumeCityCouncil,KingstonCityCouncil,KnoxCityCouncil,MacedonRangesShireCouncil,ManninghamCityCouncil,MaribyrnongCityCouncil,MaroondahCityCouncil,MelbourneCityCouncil,MeltonCityCouncil,MonashCityCouncil,MooneeValleyCityCouncil,MorelandCityCouncil,NillumbikShireCouncil,PortPhillipCityCouncil,StonningtonCityCouncil,WhitehorseCityCouncil,WhittleseaCityCouncil,WyndhamCityCouncil,YarraCityCouncil
1459,0.701549356311017,0.536748603123273,0.659223479809247,0.924394686751673,0.0575124337378987,0.820851838965186,0,0.632657238175157,0.219795738758468,0.75087496674103,0.782005362369267,0.359053603225608,0.325446693546737,0.32303158067091,0.590433696964735,0.915041241122413,0.357436705622301,0.818006917865695,0.673448085306699,0.442845739781821,1,0.939990585153196,0.647188849546655,0.793487382058577,0.721074929900325,0.485171616283592,0.685196176753515,0.4953028101271,0.810945782762644
1460,0.698710193368466,0.537761190969303,0.658355035167224,0.930608813336888,0.0558574445834273,0.818217237066049,0,0.633051038612176,0.218733979945455,0.755777472471138,0.783214058687227,0.359115795517461,0.32321036766666,0.325835093403326,0.588102610371768,0.918592490823713,0.35456353681793,0.818627350462403,0.679373346730371,0.441384542826091,1,0.937498718395636,0.643878032275924,0.795107347181496,0.721574015215207,0.482888018537126,0.681834027108496,0.501384132712695,0.81052761088441
1461,0.636349992495873,0.559807894341888,0.64775626594627,1,0.030166591625394,0.75654467099762,0,0.646191119401385,0.204905555198216,0.820029587701807,0.677665573208122,0.365279475139898,0.285457001350743,0.231320083188611,0.544413713256577,0.972599215282691,0.300958384254197,0.831907549152034,0.648399476855127,0.42061705366523,0.968182500375206,0.870543084410712,0.562487939795459,0.825668403336121,0.735232949550824,0.442186059475569,0.583349413606055,0.544606676529234,0.804206599343925
1462,0.6534837510416,0.558511206546589,0.653184624917206,1,0.0345704335192188,0.775035788304169,0,0.646881610153195,0.207999487212358,0.816122898104822,0.715082366514967,0.365660320919599,0.293827318761618,0.267226459842318,0.556160929854924,0.969061812276991,0.312950024571074,0.834390957844583,0.675469521184539,0.426361558019785,0.986560690554024,0.892485524432195,0.58370189945089,0.824605260346559,0.736533982864346,0.452364164690298,0.609640407666175,0.548939170565989,0.810503600196569
1463,0.68602234613881,0.53962015679335,0.65793534846396,0.916932447169695,0.0543632585032614,0.805098870347126,0,0.634971913002325,0.218358402436264,0.749439288874257,0.725467602214037,0.360233749665631,0.319039486409185,0.266260622646556,0.581390563591843,0.919134138562522,0.346776682647791,0.821025123973744,0.629766044568818,0.439762135023354,1,0.922405810819153,0.624663058910677,0.797835346406305,0.723698018477746,0.477376077697072,0.654005226444989,0.480771209284142,0.810901458877755
1464,0.69693802262666,0.537485653385801,0.65850959173635,0.92396294474504,0.0563412034759797,0.816281357599607,0,0.633095589440892,0.219134284308903,0.751414166256763,0.767728316117396,0.359239219544188,0.323270208230858,0.309251516642072,0.587514346614199,0.916564190850959,0.354053943269388,0.818617806197737,0.663633382521725,0.441609280209871,1,0.935214789309723,0.640719790129529,0.794638465322184,0.721593703885883,0.482599606492868,0.676545335300869,0.492929168716183,0.810604197409411
1465,0.705549102321126,0.534246296183082,0.662326017403354,0.895396466344684,0.0625216522997289,0.824234272788409,0,0.632287909355831,0.223390597297793,0.730268386623464,0.747182653705855,0.359499500723442,0.331336227099509,0.282345988465692,0.595626744920625,0.901591571396548,0.363615985001325,0.816999857349555,0.627947260092519,0.447290660471562,1,0.94251187055491,0.649344826883495,0.789019991440973,0.72052739907481,0.490717531739724,0.682806545617574,0.463940005298445,0.812964887611828
1466,0.723700250986016,0.626652324608581,0.756854308593283,0.903501852515836,0.0615991394765149,0.844651607505677,0,0.73952432174017,0.25371100752958,0.792876777817617,0.575116529221943,0.420294012190749,0.354105414126927,0.035114138878929,0.639273335723676,1,0.369236285406956,0.955276682203896,0.479550615513326,0.503023783912991,0.999928289709573,0.93103860403968,0.625409346241186,0.924728098482132,0.842476395362735,0.528050675271901,0.617497310864109,0.424740050197203,0.932472809848213
1467,0.729608375153072,0.629337047086225,0.762599947175067,0.899584603933056,0.0636300333757533,0.850529449900353,0,0.743727039162485,0.256393017504262,0.790453093860302,0.573126515715418,0.422839580281893,0.358345138905563,0.0290777246860517,0.645112493096742,0.997286719331524,0.373808437582539,0.960789492640526,0.474151799649434,0.507599587005066,1,0.934905275289937,0.630417557086945,0.928062045285375,0.847287919898192,0.533291713688861,0.621389295747593,0.419502004946335,0.939299349292866
1468,0.686174704982767,0.598571135103056,0.712012964780535,0.923580835863139,0.0503070005249823,0.806669557873593,0,0.701170938805323,0.234667092739267,0.795804706580539,0.597566821117984,0.39773116340645,0.326904202141015,0.0914838739129443,0.599986304809294,1,0.341695008102988,0.904818424596562,0.521467211430919,0.469836342471069,0.995275159206592,0.905503184131839,0.596836410947022,0.885120175298441,0.798520919403803,0.493026865399101,0.598479833831686,0.455958549222798,0.879162767341535
1469,0.726065406597576,0.621576114022814,0.754381388289421,0.896862475395451,0.0634145184623046,0.846941921407736,0,0.734674034197358,0.253634358621671,0.784286290226955,0.578390684658619,0.417696302796025,0.355633552303934,0.0408139066094338,0.640287428557877,0.990513908980957,0.371997059311784,0.949178267365475,0.479095026916783,0.502454526051177,1,0.933549932411601,0.629283562975787,0.9167121208528,0.837028956292836,0.529134157042237,0.622240140394147,0.419783242820215,0.92930490668058
1470,0.675435346424602,0.607238792145239,0.716862726935902,0.905543719896258,0.0484670248240088,0.793071507965913,0,0.710332530566877,0.236082808447573,0.796035568729159,0.559281215264913,0.402996480177844,0.324541496850685,0.0465681733975546,0.596216191181919,1,0.335494627639867,0.915339014449796,0.487634309003334,0.471702482400889,0.965473323453131,0.883081696924787,0.58049277510189,0.897971470915154,0.80860967024824,0.490320489070026,0.575351982215635,0.442826046683957,0.884100592812153
1471,0.711341905703923,0.617540389053742,0.742334322453017,0.908200273185436,0.0580519052329143,0.832155809900617,0,0.727167820639631,0.24763317790024,0.79308558240309,0.580778107484339,0.413004568790919,0.34534407234704,0.0514813244783571,0.626466016673732,1,0.360298619942537,0.939074937591258,0.49107437238001,0.49232254721869,0.998375017662852,0.922660260939193,0.615844755310631,0.912180302388018,0.828317083509962,0.516697282275917,0.610852055955914,0.433469926051528,0.915171211907117
1472,0.703489866997031,0.612982398728408,0.734368060587644,0.910334026787593,0.0557957971996914,0.823987284074706,0,0.720740515649471,0.244173815478834,0.793529838012202,0.58180033192305,0.409200345947968,0.340080877024847,0.0582735326429957,0.618849489259251,1,0.354690166195274,0.930576657862135,0.495991211051635,0.486290643042472,0.995231528014773,0.916107617867745,0.609219045838106,0.905846053154438,0.820948551927257,0.509946004067226,0.605432318085131,0.438091676211402,0.905659054253056
1473,0.704795920765092,0.616185351411049,0.738233428108184,0.907300796578706,0.0563009610639847,0.824917169913293,0,0.724722137368706,0.245694010386071,0.793688464882393,0.575792466574242,0.411518669079117,0.341682919378716,0.0490401109100737,0.621166905561952,1,0.35578165754165,0.935686256080081,0.489390699532392,0.488873745799751,0.991916723453251,0.915031604671382,0.60915948022652,0.910473012665366,0.82548111943981,0.512066170077778,0.603872453415419,0.434687595460206,0.910191037902108
